name,category,subtypes,phone,website,address,street,city,state,postal_code,country,country_code,rating,reviews,business_status,working_hours,description,about,latitude,longitude,place_id,google_id,domain,email,company_instagram,company_facebook,booking_appointment_link,verified,photos_count,reviews_per_score_5,reviews_per_score_4
NDcare Naturopathic Clinics,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Alternative medicine practitioner, Holistic medicine practitioner, Medical Center, Wellness center",+1 647-330-1551,https://ndcare.ca/,"2455A Queen St E, Toronto, ON M4E 1H7",2455A Queen St E,Toronto,Ontario,M4E 1H7,Canada,CA,5,33,OPERATIONAL,"{""Monday"": [""9:30a.m.-4:30p.m.""], ""Tuesday"": [""9:30a.m.-5:30p.m.""], ""Wednesday"": [""9:30a.m.-6p.m.""], ""Thursday"": [""9:30a.m.-6:30p.m.""], ""Friday"": [""8a.m.-3:30p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6732739,-79.2836706,ChIJScjCypo0K4gRFUApgXqgjgs,0x882b349acac2c849:0xb8ea07a81294015,ndcare.ca,info@ndcare.ca,https://www.instagram.com/ndcare_naturopathic_clinic,https://www.facebook.com/NDcareClinicDowntown/,http://ndcare.ca/pages/appointments,True,10,33,0
The Clara Clinic,Naturopathic practitioner,"Naturopathic practitioner, Medical clinic, Psychotherapist",+1 647-954-1639,https://theclaraclinic.com/,"623 Gerrard St E, Toronto, ON M4M 1Y2",623 Gerrard St E,Toronto,Ontario,M4M 1Y2,Canada,CA,4.8,58,OPERATIONAL,"{""Monday"": [""9a.m.-5p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6656654,-79.3510213,ChIJIQI58mXL1IkRuU746w4EwOg,0x89d4cb65f2390221:0xe8c0040eebf84eb9,theclaraclinic.com,info@theclaraclinic.com,http://instagram.com/hellofunction,,https://theclaraclinic.janeapp.com/,True,20,54,0
Yellow Gazebo Natural Health Care,Wellness center,"Naturopathic practitioner, Acupuncture clinic, Chiropractor, Massage therapist, Wellness center, Orthotics & prosthetics service, Osteopath, Physiotherapist, Psychotherapist, Rehabilitation center",+1 416-909-2334,http://yellowgazeboclinic.com/,"802 and 840 St Clair Ave W, York, ON M6C 1B6",802 and 840 St Clair Ave W,CA,Ontario,M6C 1B6,Canada,CA,4.9,624,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""9a.m.-6p.m.""], ""Sunday"": [""9a.m.-5p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.6807483,-79.431757,ChIJFd26OH80K4gRrvCCA_yRrWQ,0x882b347f38badd15:0x64ad91fc0382f0ae,yellowgazeboclinic.com,drcorinne@yellowgazeboclinic.com,https://www.instagram.com/yellowgazebowellness,https://www.facebook.com/MyNaturalHealthCare,https://yellowgazebo.janeapp.com/locations/yellow-gazebo-natural-health-care/book?rwg_token=AFd1xnHAa4QukuJ8V-NAgCaqI-QYfCM2A925O93A-6JwKt4f6ugIxmmgatJXJsztOrrftqdnxJq9vCyle-E0CNRfp4lVgo9Auw%3D%3D,True,58,599,15
360 Healing Centre,Medical Center,"Naturopathic practitioner, Acupuncturist, Chiropractor, Counselor, Massage therapist, Medical Center, Nutritionist, Osteopath, Psychotherapist, Skin care clinic",+1 416-550-0639,http://360healingcentre.com/,"480 Oriole Pkwy suite 204, Toronto, ON M5P 2H8",480 Oriole Pkwy suite 204,Toronto,Ontario,M5P 2H8,Canada,CA,4.9,42,OPERATIONAL,"{""Monday"": [""10a.m.-7p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""10a.m.-8p.m.""], ""Thursday"": [""10a.m.-8p.m.""], ""Friday"": [""10a.m.-8p.m.""], ""Saturday"": [""9a.m.-4p.m.""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.7039449,-79.406185,ChIJzxyJwT7L1IkRVk_fa-Guqiw,0x89d4cb3ec1891ccf:0x2caaaee16bdf4f56,360healingcentre.com,corey@360healingcentre.com,https://www.instagram.com/360healingcentre,https://www.facebook.com/360Healingcentre/,https://www.smartnd.ca/online-booking/2379,True,3,41,0
PinPoint- Infinity Health Downtown Toronto: Walk in/Medical Clinic & Rehab Centre,Walk-in clinic,"Naturopathic practitioner, Acupuncturist, Chiropractor, Massage therapist, Medical Center, Walk-in clinic, Orthotics & prosthetics service, Osteopath, Physiotherapist, Psychotherapist",+1 416-504-0628,https://infinityhealthcentre.com/,"39 Lower Simcoe St, Toronto, ON M5J 3A6",39 Lower Simcoe St,Toronto,Ontario,M5J 3A6,Canada,CA,4.4,1522,OPERATIONAL,"{""Monday"": [""8a.m.-8p.m.""], ""Tuesday"": [""8a.m.-8p.m.""], ""Wednesday"": [""8a.m.-8p.m.""], ""Thursday"": [""8a.m.-8p.m.""], ""Friday"": [""8a.m.-8p.m.""], ""Saturday"": [""10a.m.-3p.m.""], ""Sunday"": [""10a.m.-3p.m.""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Paid street parking"": true}}",43.6420633,-79.3836229,ChIJ-6AKk-I1K4gR4XvvUKI4K3Q,0x882b35e2930aa0fb:0x742b38a250ef7be1,infinityhealthcentre.com,ohasko@infinityhealthcentre.com,https://www.instagram.com/infinityhealthcentre,https://www.facebook.com/Infinityhealthcentre,https://infinityhealthcentre.janeapp.com/locations/infinity-health-centre-toronto/book?rwg_token=AFd1xnGsgkhGPxwVvh8alh-TyxjTz8ZWB0wOYKwXYofEmq6mMmcwi4JcluvmKFBEtqYdi4wGyk3Ljolllla7odB-D7CQcx6nXzhipbpez_qJRsUb2yxAZLo%3D,True,97,1265,37
Toronto Integrative Animal Health,Veterinarian,Veterinarian,+1 416-651-1261,https://integrativeanimalhealth.com/,"2095 Dufferin St, Toronto, ON M6E 3R3",2095 Dufferin St,Toronto,Ontario,M6E 3R3,Canada,CA,4.4,37,OPERATIONAL,"{""Monday"": [""8:30a.m.-6:30p.m.""], ""Tuesday"": [""8:30a.m.-2p.m."", ""3-6:30p.m.""], ""Wednesday"": [""8:30a.m.-6:30p.m.""], ""Thursday"": [""8:30a.m.-6:30p.m.""], ""Friday"": [""8:30a.m.-6:30p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true}, ""Amenities"": {""Gender-neutral washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Parking"": {""On-site parking"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6876568,-79.4468067,ChIJSxd-YVgzK4gRZs4hpUNpCl4,0x882b3358617e174b:0x5e0a6943a521ce66,integrativeanimalhealth.com,info@integrativeanimalhealth.com,,,,True,18,30,1
Pinewood Natural Health Centre,Naturopathic practitioner,Naturopathic practitioner,+1 416-656-8100,http://www.pinewoodhealth.ca/,"220 Duncan Mill Rd Unit 110, North York, ON M3B 2V1",220 Duncan Mill Rd Unit 110,CA,Ontario,M3B 2V1,Canada,CA,4.4,18,OPERATIONAL,"{""Monday"": [""8a.m.-4p.m.""], ""Tuesday"": [""8a.m.-4p.m.""], ""Wednesday"": [""8a.m.-4p.m.""], ""Thursday"": [""8a.m.-4p.m.""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Filipino, Spanish""}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",43.7621721,-79.3528111,ChIJIbjWKJfS1IkRTG7ohE9rF5A,0x89d4d29728d6b821:0x90176b4f84e86e4c,pinewoodhealth.ca,toronto@pinewoodhealth.ca,,https://www.facebook.com/pinewoodnaturalhealth/,,True,2,15,0
The Village Healing Centre,Wellness center,"Naturopathic practitioner, Counselor, Massage therapist, Wellness center, Osteopath, Psychologist, Psychotherapist, Yoga studio",+1 416-588-8400,http://www.villagehealing.ca/,"240 Roncesvalles Ave, Toronto, ON M6R 1L3",240 Roncesvalles Ave,Toronto,Ontario,M6R 1L3,Canada,CA,4.8,27,OPERATIONAL,"{""Monday"": [""7:15a.m.-9:30p.m.""], ""Tuesday"": [""7:30a.m.-9:15p.m.""], ""Wednesday"": [""7:30a.m.-9:15p.m.""], ""Thursday"": [""7:15a.m.-9p.m.""], ""Friday"": [""7:15a.m.-9:30p.m.""], ""Saturday"": [""7:30a.m.-9:15p.m.""], ""Sunday"": [""7:30a.m.-9:15p.m.""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}}",43.6455559,-79.4493159,ChIJ8ZKusco1K4gRgOnpc3EtwBI,0x882b35cab1ae92f1:0x12c02d7173e9e980,villagehealing.ca,suzanne@westtorontonaturopath.com,,,,True,1,21,6
Queen West - Central Toronto Community Health Centres,Community health center,Community health center,+1 416-703-8482,http://www.ctchc.org/,"168 Bathurst St, Toronto, ON M5V 2R4",168 Bathurst St,Toronto,Ontario,M5V 2R4,Canada,CA,3.5,71,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""1-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Debit cards"": true}}",43.6465888,-79.4042272,ChIJkR3ZTOc0K4gRsnLkiVPGKB4,0x882b34e74cd91d91:0x1e28c65389e472b2,,,,,,False,10,37,8
Kingsway Wellness,Health consultant,"Health consultant, Wellness center",+1 416-519-0903,http://www.kingswaywellnessclinic.com/,"2940 Bloor St W 2nd Floor, Toronto, ON M8X 1B6",2940 Bloor St W 2nd Floor,Toronto,Ontario,M8X 1B6,Canada,CA,4.9,60,OPERATIONAL,"{""Monday"": [""9a.m.-8p.m.""], ""Tuesday"": [""9a.m.-8p.m.""], ""Wednesday"": [""9a.m.-8p.m.""], ""Thursday"": [""9a.m.-8p.m.""], ""Friday"": [""9a.m.-8p.m.""], ""Saturday"": [""10a.m.-3p.m.""], ""Sunday"": [""10a.m.-3p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""Identifies as women-owned"": true}}",43.6483826,-79.5076813,ChIJv33zGJE3K4gRqA6Au0QhBtk,0x882b379118f37dbf:0xd9062144bb800ea8,kingswaywellnessclinic.com,admin@kingswaywellnessclinic.com,,https://www.facebook.com/1418667555109164,https://kingswaywellness.janeapp.com/locations/kingsway-wellness-ce0c3168-51d3-4fd5-831d-2f0a7cebd0b3/book?rwg_token=AFd1xnGHAj5zORKdLDWHIxQ_70q-egQbAUfeTwu-XglqbuqPuzLJsd477jaeZjCGkzC7B3j8zNvN7pQ1-PsjEPQNeApdHmpUHEee74e79u4RWrLSLuDKrr4%3D,True,19,58,0
Ellis Park Medical,Medical Center,"Naturopathic practitioner, Acupuncture clinic, Chiropractor, Medical Center, Physiotherapist, Podiatrist, Psychotherapist, Sports medicine clinic",+1 416-639-6321,http://www.ellisparkmedical.com/,"1959 Bloor St W, Toronto, ON M6S 1M4",1959 Bloor St W,Toronto,Ontario,M6S 1M4,Canada,CA,4.4,78,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-2p.m.""], ""Saturday"": [""9a.m.-2p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.652236,-79.4705022,ChIJSZGk_YE2K4gRSEaNrkETRIY,0x882b3681fda49149:0x86441341ae8d4648,ellisparkmedical.com,info@ellisparkmedical.com,https://www.instagram.com/provenance.farms,https://www.facebook.com/1389466671291214,,True,11,66,0
Restore Integrative Health,Naturopathic practitioner,"Naturopathic practitioner, Acupuncture clinic, Chiropractor, Massage therapist, Osteopath, Psychotherapist",+1 647-725-2525,http://www.restoreyourhealth.ca/,"321 Carlaw Ave Unit 208, Toronto, ON M4M 3L1",321 Carlaw Ave Unit 208,Toronto,Ontario,M4M 3L1,Canada,CA,4.9,88,OPERATIONAL,"{""Monday"": [""9a.m.-7:30p.m.""], ""Tuesday"": [""9a.m.-7:30p.m.""], ""Wednesday"": [""9a.m.-7:30p.m.""], ""Thursday"": [""9a.m.-7:30p.m.""], ""Friday"": [""9a.m.-5p.m.""], ""Saturday"": [""9a.m.-3p.m.""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6643736,-79.3411928,ChIJX8Q2_3bL1IkRWsNW7nJadnY,0x89d4cb76ff36c45f:0x76765a72ee56c35a,restoreyourhealth.ca,aliya@restoreyourhealth.ca,,,https://restoreyourhealth.janeapp.com/locations/restore-integrative-health/book?rwg_token=AFd1xnGjEtAdoe0Meub4Y44y0OZoC_HHRMNXlgWvurimGJ1qLFtd1U_7CYTtYJiiug-BlaJRb5rNW0iykIpNGf884zOZ2x1oDw%3D%3D,True,19,80,6
SWAT Health Junction,Physical therapy clinic,Physiotherapy Center,+1 289-297-7928,http://www.swathealth.com/,"2896 Dundas St W, Toronto, ON M6P 1Y8",2896 Dundas St W,Toronto,Ontario,M6P 1Y8,Canada,CA,4.9,50,OPERATIONAL,"{""Monday"": [""7a.m.-8p.m.""], ""Tuesday"": [""7a.m.-8p.m.""], ""Wednesday"": [""7a.m.-8p.m.""], ""Thursday"": [""7a.m.-8p.m.""], ""Friday"": [""7a.m.-5p.m.""], ""Saturday"": [""8a.m.-2p.m.""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6656808,-79.4661037,ChIJBcE6To81K4gR3pqw0pULRR4,0x882b358f4e3ac105:0x1e450b95d2b09ade,swathealth.com,darcy@swathealth.com,https://www.instagram.com/swathealth,https://www.facebook.com/SWATHealthCanada,,True,19,49,0
The Movement Clinic (Sports Injury and Rehabilitation),Sports medicine clinic,"Naturopathic practitioner, Chiropractor, Massage therapist, Sports medicine clinic, Physiotherapist, Psychotherapist, Sports massage therapist, Sports medicine physician",+1 416-667-1287,http://www.themoveclinicto.com/,"1 De Boers Dr, Toronto, ON M3J 3E5",1 De Boers Dr,Toronto,Ontario,M3J 3E5,Canada,CA,4.9,89,OPERATIONAL,"{""Monday"": [""12-8p.m.""], ""Tuesday"": [""10a.m.-8p.m.""], ""Wednesday"": [""12-8p.m.""], ""Thursday"": [""12-8p.m.""], ""Friday"": [""11a.m.-5p.m.""], ""Saturday"": [""9a.m.-5p.m.""], ""Sunday"": [""9a.m.-2:30p.m.""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Parking"": {""Free parking garage"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.7514032,-79.4641513,ChIJQYP4Op4zK4gRHnZpIld2j5k,0x882b339e3af88341:0x998f76572269761e,themoveclinicto.com,info@thrivecbt.ca,http://instagram.com/themoveclinicto,https://www.facebook.com/themoveclinicTO/,http://themoveclinicto.com/appointment,True,51,87,1
Emkiro Health Services | Toronto's Landmark for Healthcare®,Medical Center,"Medical Center, Acupuncturist, Chiropractor, Orthotics & prosthetics service, Physiotherapist, Physiotherapy Center, Podiatrist, Psychotherapist, Vitamin & supplements store",+1 416-977-7474,https://emkiro.ca/,"70 University Avenue #120 Main Floor, Toronto, ON M5J 2M4",70 University Avenue #120 Main Floor,Toronto,Ontario,M5J 2M4,Canada,CA,4.6,323,OPERATIONAL,"{""Monday"": [""8a.m.-7p.m.""], ""Tuesday"": [""8a.m.-7p.m.""], ""Wednesday"": [""8a.m.-7p.m.""], ""Thursday"": [""8a.m.-7p.m.""], ""Friday"": [""8a.m.-6p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair-accessible parking lot"": true, ""Wheelchair-accessible washroom"": true, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",43.6467253,-79.3845739,ChIJk0jAsNM0K4gRimTzD6kM5io,0x882b34d3b0c04893:0x2ae60ca90ff3648a,emkiro.ca,tpatla@emkiro.ca,https://www.instagram.com/emkirohealth,https://www.facebook.com/emkirohealth/,https://emkiro.juvonno.com/portal/publicbook.php?step=clinicPractService&dr=0&branch_id=1,True,67,270,23
"Dr. Kathy Nguyen, Hormone Naturopath",Naturopathic practitioner,"Naturopathic practitioner, Holistic medicine practitioner, Medical clinic, Nutritionist, Women's health clinic, Skin care clinic, Wellness center",+1 905-923-2686,https://www.naturopathinetobicoke.com/,"3, 1750 The Queensway Suite 1220, ON M9C 5H5","3, 1750 The Queensway Suite 1220",CA,ON,M9C 5H5,Canada,CA,4.9,34,OPERATIONAL,"{""Monday"": [""9a.m.-7p.m.""], ""Tuesday"": [""9a.m.-7p.m.""], ""Wednesday"": [""9a.m.-7p.m.""], ""Thursday"": [""9a.m.-7p.m.""], ""Friday"": [""9a.m.-7p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true, ""Language assistance"": ""English, Vietnamese""}, ""Amenities"": {""Washroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",43.6152071,-79.5574458,ChIJ89IUI4Q5K4gR2CTHByEwtOA,0x882b39842314d2f3:0xe0b4302107c724d8,naturopathinetobicoke.com,info@drkathynd.com,http://www.instagram.com/etobicokenaturopath,https://www.facebook.com/drkathynguyennd,https://kathynguyen.janeapp.com/locations/dr-kathy-nguyen-n-d-virtual-clinic/book?rwg_token=AFd1xnEzsettUO0fzdCvswnu0VDXUoM4cy45kmW9Dpr4zo-oaTUAShmCBbSIaVOmSk46wc5TaNuLIHRZ-dZbVFPuSgi1thDC4Bb2wC0uB0y_L65P4XGIZhM%3D,True,4,33,0
Mount Pleasant Clinic,Medical clinic,Medical clinic,+1 437-826-3005,https://www.mpclinic.ca/,"245 Eglinton Ave E, Toronto, ON M4P 3B7",245 Eglinton Ave E,Toronto,Ontario,M4P 3B7,Canada,CA,4.5,79,OPERATIONAL,"{""Monday"": [""9:45a.m.-4:45p.m.""], ""Tuesday"": [""9:45a.m.-4:45p.m.""], ""Wednesday"": [""9:45a.m.-4:45p.m.""], ""Thursday"": [""9:45a.m.-4:45p.m.""], ""Friday"": [""9:45a.m.-4:45p.m.""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",,"{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible washroom"": true}, ""Amenities"": {""Gender-neutral washroom"": true, ""Washroom"": true}, ""Planning"": {""Appointment required"": true, ""Appointments recommended"": true}, ""Payments"": {""Debit cards"": true}}",43.70841,-79.3893159,ChIJO81LniUzK4gRXzr7QUgla10,0x882b33259e4bcd3b:0x5d6b254841fb3a5f,mpclinic.ca,admin@mpclinic.ca,http://instagram.com/squarespace,http://facebook.com/squarespace,,True,21,64,6
